fpl_hostname,fpl_name,fpl_controvflag,fpl_disc,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,ra_str,ra,dec_str,dec,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
Kepler-177,Kepler-177 c,0,2013,49.412,,,0,,,,,,,,,7.5,3.5,-3.1,0,Mass,7.1,3.71,-0.72,0,0.2,0.1,-0.1,0,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,1068,238.49,-98.47,0,5942,,,0,4.42,,,0,0.246,0.034,-0.037,0,1,0.05,-0.06,0,1.05,,,0,4.37,3.63,-2.55,0
Kepler-178,Kepler-178 b,0,2014,9.576694,0.000021,-0.000021,0,0.085,,,0,,,,,8.75,,,0,M-R relationship,2.9,1.25,-1.25,0,1.97,,,0,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,741,100.18,-50.12,0,5676,200,-200,0,4.33,0.3,-0.3,0,-0.215,0.017,-0.017,0,0.94,0.04,-0.04,0,1.07,0.45,-0.45,0,4.68,5.6,-2.99,0
Kepler-178,Kepler-178 c,0,2014,20.552802,0.000066,-0.000066,0,0.142,,,0,,,,,8.65,,,0,M-R relationship,2.88,1.23,-1.23,0,1.99,,,0,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,741,100.18,-50.12,0,5676,200,-200,0,4.33,0.3,-0.3,0,-0.215,0.017,-0.017,0,0.94,0.04,-0.04,0,1.07,0.45,-0.45,0,4.68,5.6,-2.99,0
Kepler-178,Kepler-178 d,0,2014,96.678988,0.000702,-0.000702,0,0.397,,,0,,,,,14.8,,,0,M-R relationship,3.95,1.7,-1.7,0,1.32,,,0,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,741,100.18,-50.12,0,5676,200,-200,0,4.33,0.3,-0.3,0,-0.215,0.017,-0.017,0,0.94,0.04,-0.04,0,1.07,0.45,-0.45,0,4.68,5.6,-2.99,0
Kepler-179,Kepler-179 b,0,2014,2.735926,0.000008,-0.000008,0,0.036,,,0,,,,,3.33,,,0,M-R relationship,1.64,0.68,-0.68,0,4.15,,,0,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,660,76.45,-57.34,0,5302,200,-200,0,4.61,0.3,-0.3,0,-0.352,0.013,-0.014,0,0.91,0.06,-0.06,0,0.76,0.31,-0.31,0,4.27,5.2,-2.62,0
Kepler-179,Kepler-179 c,0,2014,6.40013,0.000017,-0.000017,0,0.064,,,0,,,,,4.66,,,0,M-R relationship,2,0.81,-0.81,0,3.2,,,0,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,660,76.45,-57.34,0,5302,200,-200,0,4.61,0.3,-0.3,0,-0.352,0.013,-0.014,0,0.91,0.06,-0.06,0,0.76,0.31,-0.31,0,4.27,5.2,-2.62,0
Kepler-18,Kepler-18 b,0,2011,3.504725,0.000028,-0.000028,0,0.0447,0.0006,-0.0006,0,0,,,0,6.9,3.4,-3.4,0,Mass,2,0.1,-0.1,0,4.9,2.4,-2.4,0,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,507,40.49,-34.89,0,5345,100,-100,0,4.31,0.12,-0.12,0,-0.031,0.035,-0.035,0,0.97,0.04,-0.04,0,1.11,0.05,-0.05,0,10,2.3,-2.3,0
Kepler-18,Kepler-18 c,0,2011,7.64159,0.00003,-0.00003,0,0.0752,0.0011,-0.0011,0,0,,,0,17.3,1.9,-1.9,0,Mass,5.49,0.26,-0.26,0,0.59,0.07,-0.07,0,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,507,40.49,-34.89,0,5345,100,-100,0,4.31,0.12,-0.12,0,-0.031,0.035,-0.035,0,0.97,0.04,-0.04,0,1.11,0.05,-0.05,0,10,2.3,-2.3,0
Kepler-18,Kepler-18 d,0,2011,14.85888,0.00004,-0.00004,0,0.1172,0.0017,-0.0017,0,0,,,0,16.4,1.4,-1.4,0,Mass,6.98,0.33,-0.33,0,0.27,0.03,-0.03,0,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,507,40.49,-34.89,0,5345,100,-100,0,4.31,0.12,-0.12,0,-0.031,0.035,-0.035,0,0.97,0.04,-0.04,0,1.11,0.05,-0.05,0,10,2.3,-2.3,0
Kepler-180,Kepler-180 b,0,2014,13.817124,0.000155,-0.000155,0,0.109,,,0,,,,,2.86,,,0,M-R relationship,1.5,0.67,-0.67,0,4.66,,,0,19h42m17.12s,295.571343,+49d46m28.5s,49.774586,675,114.08,-51.28,0,5731,200,-200,0,4.34,0.3,-0.3,0,-0.14,0.015,-0.016,0,0.95,0.04,-0.05,0,1.06,0.47,-0.47,0,4.57,5.22,-2.89,0
Kepler-180,Kepler-180 c,0,2014,41.885775,0.000228,-0.000228,0,0.229,,,0,,,,,9.32,,,0,M-R relationship,3.01,1.34,-1.34,0,1.88,,,0,19h42m17.12s,295.571343,+49d46m28.5s,49.774586,675,114.08,-51.28,0,5731,200,-200,0,4.34,0.3,-0.3,0,-0.14,0.015,-0.016,0,0.95,0.04,-0.05,0,1.06,0.47,-0.47,0,4.57,5.22,-2.89,0
Kepler-181,Kepler-181 b,0,2014,3.137873,0.000013,-0.000013,0,0.04,,,0,,,,,2.15,,,0,M-R relationship,1.27,0.62,-0.62,0,5.77,,,0,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,667,63.97,-44.12,0,5333,200,-200,0,4.62,0.3,-0.3,0,-0.388,0.015,-0.016,0,0.88,0.04,-0.05,0,0.75,0.37,-0.37,0,4.57,6.4,-2.84,0
Kepler-181,Kepler-181 c,0,2014,4.302149,0.000008,-0.000008,0,0.049,,,0,,,,,4.62,,,0,M-R relationship,1.99,0.98,-0.98,0,3.22,,,0,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,667,63.97,-44.12,0,5333,200,-200,0,4.62,0.3,-0.3,0,-0.388,0.015,-0.016,0,0.88,0.04,-0.05,0,0.75,0.37,-0.37,0,4.57,6.4,-2.84,0
Kepler-182,Kepler-182 b,0,2014,9.825792,0.000062,-0.000062,0,0.096,,,0,,,,,7.18,,,0,M-R relationship,2.58,1.18,-1.18,0,2.3,,,0,19h19m19.23s,289.830114,+50d35m10.5s,50.586246,1409,491.14,-182.77,0,6250,200,-200,0,4.4,0.3,-0.3,0,0.342,0.038,-0.041,0,1.16,0.13,-0.08,0,1.15,0.51,-0.51,0,3.09,1.09,-1.36,0
Kepler-182,Kepler-182 c,0,2014,20.684342,0.000097,-0.000097,0,0.157,,,0,,,,,11.6,,,0,M-R relationship,3.43,1.53,-1.53,0,1.58,,,0,19h19m19.23s,289.830114,+50d35m10.5s,50.586246,1409,491.14,-182.77,0,6250,200,-200,0,4.4,0.3,-0.3,0,0.342,0.038,-0.041,0,1.16,0.13,-0.08,0,1.15,0.51,-0.51,0,3.09,1.09,-1.36,0
Kepler-183,Kepler-183 b,0,2014,5.687945,0.00002,-0.00002,0,0.064,,,0,,,,,4.9,,,0,M-R relationship,2.06,0.89,-0.89,0,3.08,,,0,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,1015,216.68,-110.5,0,5888,200,-200,0,4.5,0.3,-0.3,0,-0.01,0.029,-0.031,0,1,0.07,-0.07,0,0.96,0.41,-0.41,0,4.27,3.29,-2.5,0
Kepler-183,Kepler-183 c,0,2014,11.637071,0.000055,-0.000055,0,0.103,,,0,,,,,35.7,30.9,-24.2,0,Mass,2.27,0.98,-0.98,0,16.8,,,0,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,1015,216.68,-110.5,0,5888,200,-200,0,4.5,0.3,-0.3,0,-0.01,0.029,-0.031,0,1,0.07,-0.07,0,0.96,0.41,-0.41,0,4.27,3.29,-2.5,0
Kepler-184,Kepler-184 b,0,2014,10.687576,0.000025,-0.000025,0,0.092,,,0,,,,,6.17,,,0,M-R relationship,2.36,1.33,-1.33,0,2.58,,,0,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,716,131.6,-66.58,0,5788,200,-200,0,4.51,0.3,-0.3,0,-0.252,0.012,-0.013,0,0.97,0.05,-0.05,0,0.87,0.49,-0.49,0,4.47,4.3,-2.73,0
Kepler-184,Kepler-184 c,0,2014,20.303005,0.000087,-0.000087,0,0.141,,,0,,,,,8.8,7.4,-5.7,0,Mass,1.97,1.11,-1.11,0,6.32,,,0,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,716,131.6,-66.58,0,5788,200,-200,0,4.51,0.3,-0.3,0,-0.252,0.012,-0.013,0,0.97,0.05,-0.05,0,0.87,0.49,-0.49,0,4.47,4.3,-2.73,0
Kepler-184,Kepler-184 d,0,2014,29.022358,0.000176,-0.000176,0,0.179,,,0,,,,,6.76,,,0,M-R relationship,2.49,1.41,-1.41,0,2.41,,,0,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,716,131.6,-66.58,0,5788,200,-200,0,4.51,0.3,-0.3,0,-0.252,0.012,-0.013,0,0.97,0.05,-0.05,0,0.87,0.49,-0.49,0,4.47,4.3,-2.73,0
Kepler-185,Kepler-185 b,0,2014,1.6329,0.000005,-0.000005,0,0.026,,,0,,,,,1.71,,,0,M-R relationship,1.17,0.67,-0.67,0,5.87,,,0,18h49m52.34s,282.468103,+43d53m23.7s,43.889915,511,28.25,-28.3,0,5208,200,-200,0,4.54,0.3,-0.3,0,-0.516,0.012,-0.012,0,0.82,0.04,-0.04,0,0.81,0.46,-0.46,0,4.9,5.89,-2.97,0
Kepler-185,Kepler-185 c,0,2014,20.729042,0.000097,-0.000097,0,0.139,,,0,,,,,4.74,,,0,M-R relationship,2.02,1.17,-1.17,0,3.16,,,0,18h49m52.34s,282.468103,+43d53m23.7s,43.889915,511,28.25,-28.3,0,5208,200,-200,0,4.54,0.3,-0.3,0,-0.516,0.012,-0.012,0,0.82,0.04,-0.04,0,0.81,0.46,-0.46,0,4.9,5.89,-2.97,0
Kepler-186,Kepler-186 b,0,2014,3.8867907,0.0000062,-0.0000063,0,0.0343,0.0046,-0.0046,0,,,,,1.24,,,0,M-R relationship,1.07,0.12,-0.12,0,5.56,,,0,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,13,-10,0,3755,90,-90,0,4.74,0.02,-0.02,0,-1.26,0.079,-0.05,0,0.54,0.02,-0.02,0,0.52,0.02,-0.02,0,4,0.6,-0.6,0
Kepler-186,Kepler-186 c,0,2014,7.267302,0.000012,-0.000011,0,0.0451,0.007,-0.007,0,,,,,2.1,,,0,M-R relationship,1.25,0.14,-0.14,0,5.91,,,0,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,13,-10,0,3755,90,-90,0,4.74,0.02,-0.02,0,-1.26,0.079,-0.05,0,0.54,0.02,-0.02,0,0.52,0.02,-0.02,0,4,0.6,-0.6,0
Kepler-186,Kepler-186 d,0,2014,13.342996,0.000025,-0.000024,0,0.0781,0.01,-0.01,0,,,,,2.54,,,0,M-R relationship,1.4,0.16,-0.16,0,5.09,,,0,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,13,-10,0,3755,90,-90,0,4.74,0.02,-0.02,0,-1.26,0.079,-0.05,0,0.54,0.02,-0.02,0,0.52,0.02,-0.02,0,4,0.6,-0.6,0
Kepler-186,Kepler-186 e,0,2014,22.407704,0.000074,-0.000072,0,0.11,0.015,-0.015,0,,,,,2.15,,,0,M-R relationship,1.27,0.15,-0.14,0,5.77,,,0,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,13,-10,0,3755,90,-90,0,4.74,0.02,-0.02,0,-1.26,0.079,-0.05,0,0.54,0.02,-0.02,0,0.52,0.02,-0.02,0,4,0.6,-0.6,0
Kepler-186,Kepler-186 f,1,2014,129.9441,0.0013,-0.0012,0,0.432,0.171,-0.053,0,0.04,0.07,-0.04,-1,1.71,,,0,M-R relationship,1.17,0.08,-0.08,0,5.87,,,0,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,13,-10,0,3755,90,-90,0,4.74,0.02,-0.02,0,-1.26,0.079,-0.05,0,0.54,0.02,-0.02,0,0.52,0.02,-0.02,0,4,0.6,-0.6,0
Kepler-187,Kepler-187 b,0,2014,4.938864,0.000058,-0.000058,0,0.059,,,0,,,,,2.57,,,0,M-R relationship,1.41,0.28,-0.28,0,5.04,,,0,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,867,124.32,-87.04,0,6105,129,-129,0,4.27,0.15,-0.15,0,0.363,0.031,-0.033,0,1.11,0.06,-0.06,0,1.29,0.25,-0.25,0,3.72,1.22,-1.54,0
Kepler-187,Kepler-187 c,0,2014,10.640263,0.000048,-0.000048,0,0.099,,,0,,,,,7.61,,,0,M-R relationship,2.67,0.52,-0.52,0,2.2,,,0,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,867,124.32,-87.04,0,6105,129,-129,0,4.27,0.15,-0.15,0,0.363,0.031,-0.033,0,1.11,0.06,-0.06,0,1.29,0.25,-0.25,0,3.72,1.22,-1.54,0
Kepler-188,Kepler-188 b,0,2014,2.061897,0.00001,-0.00001,0,0.032,,,0,,,,,3.46,,,0,M-R relationship,1.68,0.76,-0.76,0,4.01,,,0,18h45m07.13s,281.27971,+44d18m55.9s,44.315533,896,153.21,-70.33,0,6021,200,-200,0,4.35,0.3,-0.3,0,0.016,0.025,-0.026,0,0.98,0.04,-0.06,0,1.14,0.51,-0.51,0,4.37,3.86,-2.55,0
Kepler-188,Kepler-188 c,0,2014,5.996553,0.000015,-0.000015,0,0.066,,,0,,,,,10.3,,,0,M-R relationship,3.19,1.45,-1.45,0,1.74,,,0,18h45m07.13s,281.27971,+44d18m55.9s,44.315533,896,153.21,-70.33,0,6021,200,-200,0,4.35,0.3,-0.3,0,0.016,0.025,-0.026,0,0.98,0.04,-0.06,0,1.14,0.51,-0.51,0,4.37,3.86,-2.55,0
Kepler-189,Kepler-189 b,0,2014,10.399931,0.000085,-0.000085,0,0.088,,,0,,,,,1.92,,,0,M-R relationship,1.21,0.61,-0.61,0,5.96,,,0,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,618,34.39,-34.3,0,5235,200,-200,0,4.62,0.3,-0.3,0,-0.451,0.014,-0.014,0,0.83,0.04,-0.04,0,0.75,0.38,-0.38,0,5.13,6.01,-3.19,0
Kepler-189,Kepler-189 c,0,2014,20.134866,0.000057,-0.000057,0,0.137,,,0,,,,,22.7,17.1,-10.6,0,Mass,2.38,1.19,-1.19,0,9.25,,,0,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,618,34.39,-34.3,0,5235,200,-200,0,4.62,0.3,-0.3,0,-0.451,0.014,-0.014,0,0.83,0.04,-0.04,0,0.75,0.38,-0.38,0,5.13,6.01,-3.19,0
Kepler-19,Kepler-19 b,0,2011,9.28716,0.00004,-0.00006,0,,,,,0.12,0.02,-0.02,0,8.4,1.6,-1.5,0,Mass,2.209,0.048,-0.048,0,10.4,,,1,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119,,,0,5544,20,-20,0,4.51,0.03,-0.03,0,-0.183,0.004,-0.004,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,1.9,1.7,-1.7,0
Kepler-19,Kepler-19 c,0,2011,28.731,0.012,-0.005,0,,,,,0.21,0.05,-0.07,0,13.1,2.7,-2.7,0,Mass,3.68,,,0,1.44,,,0,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119,,,0,5544,20,-20,0,4.51,0.03,-0.03,0,-0.183,0.004,-0.004,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,1.9,1.7,-1.7,0
Kepler-19,Kepler-19 d,0,2017,62.95,0.04,-0.3,0,,,,,0.05,0.16,-0.01,0,22.5,1.2,-5.6,0,Mass,5.06,,,0,0.954,,,0,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119,,,0,5544,20,-20,0,4.51,0.03,-0.03,0,-0.183,0.004,-0.004,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,1.9,1.7,-1.7,0
Kepler-190,Kepler-190 b,0,2014,2.019999,0.000003,-0.000003,0,0.03,,,0,,,,,3.05,,,0,M-R relationship,1.56,0.11,-0.11,0,4.41,,,0,19h14m20.17s,288.584039,+44d44m01.7s,44.733799,455,13.38,-13.72,0,5106,100,-100,0,4.56,0.15,-0.15,0,-0.451,0.008,-0.008,0,0.86,0.03,-0.03,0,0.8,0.05,-0.05,0,3.72,2.83,-1.83,0
Kepler-190,Kepler-190 c,0,2014,3.763024,0.000009,-0.000009,0,0.045,,,0,,,,,2.73,,,0,M-R relationship,1.46,0.1,-0.1,0,4.82,,,0,19h14m20.17s,288.584039,+44d44m01.7s,44.733799,455,13.38,-13.72,0,5106,100,-100,0,4.56,0.15,-0.15,0,-0.451,0.008,-0.008,0,0.86,0.03,-0.03,0,0.8,0.05,-0.05,0,3.72,2.83,-1.83,0
Kepler-191,Kepler-191 b,0,2014,9.939632,0.000066,-0.000066,0,0.087,,,0,,,,,2.36,,,0,M-R relationship,1.34,0.66,-0.66,0,5.39,,,0,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,626,42.59,-36.56,0,5282,200,-200,0,4.59,0.3,-0.3,0,-0.441,0.015,-0.016,0,0.84,0.04,-0.05,0,0.79,0.39,-0.39,0,4.9,6.3,-3.07,0
Kepler-191,Kepler-191 c,0,2014,17.738506,0.000082,-0.000082,0,0.128,,,0,,,,,4.12,,,0,M-R relationship,1.86,0.92,-0.92,0,3.52,,,0,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,626,42.59,-36.56,0,5282,200,-200,0,4.59,0.3,-0.3,0,-0.441,0.015,-0.016,0,0.84,0.04,-0.05,0,0.79,0.39,-0.39,0,4.9,6.3,-3.07,0
Kepler-191,Kepler-191 d,0,2016,5.94504102,0.00000763,-0.00000763,0,,,,,,,,,5.82,,,0,M-R relationship,2.28,0.16,-0.13,0,2.7,,,0,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,626,42.59,-36.56,0,5282,200,-200,0,4.59,0.3,-0.3,0,-0.441,0.015,-0.016,0,0.84,0.04,-0.05,0,0.79,0.39,-0.39,0,4.9,6.3,-3.07,0
Kepler-192,Kepler-192 b,0,2014,9.926746,0.000018,-0.000018,0,0.09,,,0,,,,,7.95,,,0,M-R relationship,2.74,0.45,-0.45,0,2.12,,,0,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,616,51.02,-37.32,0,5479,100,-100,0,4.43,0.15,-0.15,0,-0.109,0.013,-0.014,0,0.94,0.03,-0.03,0,1.01,0.16,-0.16,0,6.76,4,-4.14,0
Kepler-192,Kepler-192 c,0,2014,21.2234,0.000076,-0.000076,0,0.15,,,0,,,,,8.2,,,0,M-R relationship,2.79,0.52,-0.52,0,2.07,,,0,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,616,51.02,-37.32,0,5479,100,-100,0,4.43,0.15,-0.15,0,-0.109,0.013,-0.014,0,0.94,0.03,-0.03,0,1.01,0.16,-0.16,0,6.76,4,-4.14,0
Kepler-192,Kepler-192 d,0,2016,6.47027579,0.0000432,-0.0000432,0,,,,,,,,,1.04,,,0,M-R relationship,1.02,0.1,-0.07,0,5.39,,,0,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,616,51.02,-37.32,0,5479,100,-100,0,4.43,0.15,-0.15,0,-0.109,0.013,-0.014,0,0.94,0.03,-0.03,0,1.01,0.16,-0.16,0,6.76,4,-4.14,0
Kepler-193,Kepler-193 b,0,2014,11.38848,0.000054,-0.000054,0,0.106,,,0,,,,,6.3,,,0,M-R relationship,2.39,1.08,-1.08,0,2.54,,,0,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,1196,525.26,-171.61,0,6335,200,-200,0,4.4,0.3,-0.3,0,0.066,0.025,-0.027,0,1.14,0.18,-0.1,0,1.15,0.52,-0.52,0,2.88,1.34,-1.18,0
Kepler-193,Kepler-193 c,0,2014,50.697494,0.000446,-0.000446,0,0.286,,,0,,,,,8,,,0,M-R relationship,2.75,1.24,-1.24,0,2.11,,,0,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,1196,525.26,-171.61,0,6335,200,-200,0,4.4,0.3,-0.3,0,0.066,0.025,-0.027,0,1.14,0.18,-0.1,0,1.15,0.52,-0.52,0,2.88,1.34,-1.18,0
Kepler-194,Kepler-194 b,0,2014,2.092281,0.000008,-0.000008,0,0.032,,,0,,,,,2.89,,,0,M-R relationship,1.51,0.79,-0.79,0,4.61,,,0,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1218,296.21,-128.88,0,6089,200,-200,0,4.42,0.3,-0.3,0,0.022,0.029,-0.031,0,1.09,0.08,-0.06,0,1.02,0.54,-0.54,0,3.55,1.9,-1.8,0
Kepler-194,Kepler-194 c,0,2014,17.308032,0.000079,-0.000079,0,0.131,,,0,,,,,7.22,,,0,M-R relationship,2.59,1.36,-1.36,0,2.28,,,0,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1218,296.21,-128.88,0,6089,200,-200,0,4.42,0.3,-0.3,0,0.022,0.029,-0.031,0,1.09,0.08,-0.06,0,1.02,0.54,-0.54,0,3.55,1.9,-1.8,0
Kepler-194,Kepler-194 d,0,2014,52.814973,0.000481,-0.000481,0,0.275,,,0,,,,,6.35,,,0,M-R relationship,2.4,1.26,-1.26,0,2.52,,,0,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1218,296.21,-128.88,0,6089,200,-200,0,4.42,0.3,-0.3,0,0.022,0.029,-0.031,0,1.09,0.08,-0.06,0,1.02,0.54,-0.54,0,3.55,1.9,-1.8,0
Kepler-195,Kepler-195 b,0,2014,8.307872,0.00002,-0.00002,0,0.077,,,0,,,,,4.78,,,0,M-R relationship,2.03,0.74,-0.74,0,3.14,,,0,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,649,43.23,-48.37,0,5329,200,-200,0,4.6,0.3,-0.3,0,-0.367,0.015,-0.016,0,0.83,0.04,-0.05,0,0.78,0.28,-0.28,0,4.9,5.79,-3.13,0
Kepler-195,Kepler-195 c,0,2014,34.096863,0.000371,-0.000371,0,0.197,,,0,,,,,3.02,,,0,M-R relationship,1.55,0.57,-0.57,0,4.46,,,0,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,649,43.23,-48.37,0,5329,200,-200,0,4.6,0.3,-0.3,0,-0.367,0.015,-0.016,0,0.83,0.04,-0.05,0,0.78,0.28,-0.28,0,4.9,5.79,-3.13,0
Kepler-196,Kepler-196 b,0,2014,20.739886,0.000066,-0.000066,0,0.138,,,0,,,,,4.27,,,0,M-R relationship,1.9,0.15,-0.15,0,3.42,,,0,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,452,14.81,-13.75,0,5128,100,-100,0,4.57,0.15,-0.15,0,-0.409,0.009,-0.009,0,0.85,0.03,-0.04,0,0.78,0.06,-0.06,0,3.98,3.07,-2.06,0
Kepler-196,Kepler-196 c,0,2014,47.427737,0.000223,-0.000223,0,0.24,,,0,,,,,5.65,,,0,M-R relationship,2.24,0.17,-0.17,0,2.76,,,0,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,452,14.81,-13.75,0,5128,100,-100,0,4.57,0.15,-0.15,0,-0.409,0.009,-0.009,0,0.85,0.03,-0.04,0,0.78,0.06,-0.06,0,3.98,3.07,-2.06,0
Kepler-197,Kepler-197 b,0,2014,5.599308,0.000023,-0.000023,0,0.06,,,0,0.02,0.23,-0.02,0,1.04,,,0,M-R relationship,1.02,0.04,-0.04,0,5.39,,,0,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,341,11.72,-11.43,0,6004,102,-102,0,4.3,0.05,-0.05,0,0.199,0.006,-0.006,0,1.01,0.05,-0.05,0,1.12,0.03,-0.03,0,5.37,1.1,-0.94,0
Kepler-197,Kepler-197 c,0,2014,10.349695,0.000045,-0.000045,0,0.09,,,0,0.08,0.21,-0.08,0,5.3,3.3,-2.9,0,Mass,1.23,0.04,-0.04,0,15.7,,,0,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,341,11.72,-11.43,0,6004,102,-102,0,4.3,0.05,-0.05,0,0.199,0.006,-0.006,0,1.01,0.05,-0.05,0,1.12,0.03,-0.03,0,5.37,1.1,-0.94,0
Kepler-197,Kepler-197 d,0,2014,15.677563,0.000096,-0.000096,0,0.119,,,0,0.03,0.2,-0.03,0,1.98,,,0,M-R relationship,1.22,0.1,-0.1,0,5.99,,,0,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,341,11.72,-11.43,0,6004,102,-102,0,4.3,0.05,-0.05,0,0.199,0.006,-0.006,0,1.01,0.05,-0.05,0,1.12,0.03,-0.03,0,5.37,1.1,-0.94,0
Kepler-197,Kepler-197 e,0,2014,25.209715,0.000387,-0.000387,0,0.164,,,0,0.38,0.25,-0.17,0,0.693,,,0,M-R relationship,0.91,0.04,-0.04,0,5.05,,,0,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,341,11.72,-11.43,0,6004,102,-102,0,4.3,0.05,-0.05,0,0.199,0.006,-0.006,0,1.01,0.05,-0.05,0,1.12,0.03,-0.03,0,5.37,1.1,-0.94,0
Kepler-198,Kepler-198 b,0,2014,17.790037,0.000035,-0.000035,0,0.131,,,0,,,,,8.35,,,0,M-R relationship,2.82,0.42,-0.42,0,2.05,,,0,19h22m41.55s,290.67313,+38d41m27.6s,38.691011,512,26.59,-23.84,0,5574,100,-100,0,4.47,0.15,-0.15,0,-0.141,0.011,-0.011,0,0.97,0.04,-0.03,0,0.94,0.14,-0.14,0,3.72,2.8,-1.92,0
Kepler-198,Kepler-198 c,0,2014,49.567416,0.00022,-0.00022,0,0.259,,,0,,,,,6.66,,,0,M-R relationship,2.47,0.37,-0.37,0,2.43,,,0,19h22m41.55s,290.67313,+38d41m27.6s,38.691011,512,26.59,-23.84,0,5574,100,-100,0,4.47,0.15,-0.15,0,-0.141,0.011,-0.011,0,0.97,0.04,-0.03,0,0.94,0.14,-0.14,0,3.72,2.8,-1.92,0
Kepler-198,Kepler-198 d,0,2016,1.31184443,0.00000133,-0.00000133,0,,,,,,,,,2.96,,,0,M-R relationship,1.53,0.09,-0.07,0,4.54,,,0,19h22m41.55s,290.67313,+38d41m27.6s,38.691011,512,26.59,-23.84,0,5574,100,-100,0,4.47,0.15,-0.15,0,-0.141,0.011,-0.011,0,0.97,0.04,-0.03,0,0.94,0.14,-0.14,0,3.72,2.8,-1.92,0
Kepler-199,Kepler-199 b,0,2014,23.637604,0.00005,-0.00005,0,0.158,,,0,,,,,9.85,,,0,M-R relationship,3.11,0.56,-0.56,0,1.8,,,0,19h42m14.26s,295.559419,+40d14m10.6s,40.236271,493,11.8,-11.98,0,5644,117,-117,0,4.44,0.15,-0.15,0,-0.109,0.01,-0.011,0,0.96,0.02,-0.02,0,0.97,0.17,-0.17,0,1.45,0.592,-0.3,0
